"db","outcome","scale","egfr","n_pairs","events_trt","events_ctl","estimate","ci_lo","ci_hi","p","egfr_cell","sparse_lt20"
"EICU","aki1_48h","RD",100,1887,454,422,-0.0629212480479031,-0.103128307182028,-0.0227141889137781,0.00216028309686858,"G1_ge90",FALSE
"EICU","aki1_48h","RD",102,1887,454,422,-0.0645922883454633,-0.105766474014057,-0.0234181026768694,0.00210669501409891,"G1_ge90",FALSE
"EICU","aki1_48h","RD",104,1887,454,422,-0.0656805171020259,-0.108310105780435,-0.0230509284236168,0.00252922424001529,"G1_ge90",FALSE
"EICU","aki1_48h","RD",106,1887,454,422,-0.0661978284306724,-0.110943100280202,-0.0214525565811432,0.00373523191144122,"G1_ge90",FALSE
"EICU","aki1_48h","RD",108,1887,454,422,-0.0661561164444843,-0.113821895257557,-0.0184903376314117,0.00652195265026756,"G1_ge90",FALSE
"EICU","aki1_48h","RD",110,1887,454,422,-0.0655672752565433,-0.117058873377716,-0.0140756771353707,0.0125679429729894,"G1_ge90",FALSE
"EICU","aki1_48h","RD",112,1887,454,422,-0.064443198979931,-0.120717072718905,-0.00816932524095691,0.0247980101010807,"G1_ge90",FALSE
"EICU","aki1_48h","RD",114,1887,454,422,-0.0627957817277289,-0.124816294698171,-0.000775268757286958,0.0472000846396763,"G1_ge90",FALSE
"EICU","aki1_48h","RD",116,1887,454,422,-0.0606369176130187,-0.129345624767689,0.00807178954165202,0.083676323941351,"G1_ge90",FALSE
"EICU","aki1_48h","RD",118,1887,454,422,-0.0579785007488818,-0.134276530123134,0.01831952862537,0.136383529288114,"G1_ge90",FALSE
"EICU","aki1_48h","RD",120,1887,454,422,-0.0548324252484,-0.139573045935377,0.0299081954385768,0.204711798542113,"G1_ge90",FALSE
"EICU","aki1_7d","OR",30,1815,485,442,1.86497943937,1.27210729861095,2.73416268664656,0.00140793513931451,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",32,1815,485,442,1.85833651066976,1.31123224101344,2.633716956364,0.000495807399592773,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",34,1815,485,442,1.84866546985836,1.34276360856064,2.54517176192319,0.000165405227241171,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",36,1815,485,442,1.83582460536297,1.36548431119648,2.46817334627814,5.75095234533636e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",38,1815,485,442,1.81969314565168,1.37855305986357,2.40199905302115,2.37463264381211e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",40,1815,485,442,1.8001739654427,1.38170238483733,2.34538663421298,1.32924205506545e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",42,1815,485,442,1.77719616344127,1.37534834284907,2.29645545419251,1.09777371591673e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",44,1815,485,442,1.75071744517368,1.36053981059621,2.25279080330059,1.34124631755669e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",46,1815,485,442,1.72072624249166,1.33875248306168,2.21168501202553,2.25479362174274e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",48,1815,485,442,1.687243501094,1.31161555758318,2.17044591726978,4.67782371730232e-05,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",50,1815,485,442,1.6503240691891,1.2806751820277,2.12666691099037,0.0001079000747121,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",52,1815,485,442,1.61005762438871,1.247249284901,2.07840211674925,0.000256162585268169,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",54,1815,485,442,1.56656908219874,1.21237050544779,2.0242480976511,0.000597743445815618,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",56,1815,485,442,1.52001843810278,1.17678561819309,1.96336190420142,0.00134291164061154,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",58,1815,485,442,1.47060000616702,1.14097888798401,1.89544644595455,0.00289593193603873,"G3plus_lt60",FALSE
"EICU","aki1_7d","OR",60,1815,485,442,1.41854103018395,1.10519644315007,1.82072487365225,0.00604335905325359,"G2_60_89",FALSE
"EICU","aki1_7d","OR",62,1815,485,442,1.36425684494039,1.06949933864378,1.74025048143262,0.0123837658188594,"G2_60_89",FALSE
"EICU","aki1_7d","OR",64,1815,485,442,1.30876814910302,1.03391409594994,1.65668895976584,0.0252667119746993,"G2_60_89",FALSE
"EICU","aki1_7d","OR",66,1815,485,442,1.25313282368842,0.998384081516598,1.5728835253662,0.0516484328575158,"G2_60_89",FALSE
"EICU","aki1_7d","OR",68,1815,485,442,1.19827026789649,0.962790582870478,1.49134366337887,0.105164029925012,"G2_60_89",FALSE
"EICU","aki1_7d","OR",70,1815,485,442,1.14496240567367,0.927014768664981,1.41415105208514,0.208918910787945,"G2_60_89",FALSE
"EICU","aki1_7d","OR",72,1815,485,442,1.09386043171464,0.891010343650136,1.34289197942327,0.391292883038469,"G2_60_89",FALSE
"EICU","aki1_7d","OR",74,1815,485,442,1.04549586005942,0.854881558458768,1.27861173584328,0.664844788706255,"G2_60_89",FALSE
"EICU","aki1_7d","OR",76,1815,485,442,1.00029458390204,0.81894395478934,1.22180431118897,0.997697305130641,"G2_60_89",FALSE
"EICU","aki1_7d","OR",78,1815,485,442,0.958592858099103,0.783736235858036,1.17246112347044,0.680660297374233,"G2_60_89",FALSE
"EICU","aki1_7d","OR",80,1815,485,442,0.920654348907836,0.749966953681359,1.13018903833333,0.429412320969278,"G2_60_89",FALSE
"EICU","aki1_7d","OR",82,1815,485,442,0.886687638223418,0.718414610606477,1.0943749697887,0.262683171169621,"G2_60_89",FALSE
"EICU","aki1_7d","OR",84,1815,485,442,0.85686380859924,0.689824148884302,1.0643518173069,0.162628823779616,"G2_60_89",FALSE
"EICU","aki1_7d","OR",86,1815,485,442,0.83133396392804,0.664835712164047,1.0395292354719,0.105230384223998,"G2_60_89",FALSE
"EICU","aki1_7d","OR",88,1815,485,442,0.810246758283467,0.643955211684465,1.01948054367257,0.0725931208193445,"G2_60_89",FALSE
